srg,mcp
func_6499_a,handleUseEntity
func_650_a,quickSaveWorld
func_6500_a,getFontRenderer
func_6507_a,bindTextureByName
func_6508_a,getFontRenderer
func_651_a,saveWorldIndirectly
func_6510_c,renderCloudsFancy
func_6513_a,setColorRGBA_I
func_6516_a,getFontRenderer
func_6519_a,loadOptions
func_6526_a,readTextureImage
func_653_a,deleteFiles
func_6530_b,availableTexturePacks
func_6531_a,setTexturePack
func_6532_a,updateAvaliableTexturePacks
func_654_a,setBlockTileEntity
func_655_l,notifyBlockOfNeighborChange
func_656_j,dropOldChunks
func_657_a,getEntitiesWithinAABB
func_658_i,getLoadedEntityList
func_659_b,getEntitiesWithinAABBExcludingEntity
func_660_k,sendQuittingDisconnectingPacket
func_662_b,isAnyLiquid
func_663_l,checkSessionLock
func_664_b,setLightValue
func_665_h,markBlockForUpdate
func_666_c,getHeightValue
func_667_e,updateEntity
func_668_j,isBlockProvidingPowerTo
func_669_m,saveLevel
func_670_a,playRecord
func_671_a,calculateSkylightSubtracted
func_672_b,removeWorldAccess
func_673_a,getChunkFromBlockCoords
func_674_a,spawnEntityInWorld
func_675_a,getBlockDensity
func_677_m,randomDisplayUpdates
func_678_c,onEntityRemoved
func_679_f,getStarBrightness
func_680_f,markBlocksDirtyVertical
func_681_h,scheduleBlockUpdate
func_682_a,handleMaterialAcceleration
func_683_a,getClosestPlayer
func_684_a,playSoundEffect
func_687_d,getDebugLoadedEntities
func_688_b,setBlock
func_689_a,isMaterialInBB
func_690_d,setBlockWithNotify
func_691_b,setBlockMetadataWithNotify
func_692_l,removeBlockTileEntity
func_693_a,setChunkData
func_694_a,spawnParticle
func_695_a,canBlockBePlacedAt
func_696_e,func_696_e
func_697_a,getCollidingBoundingBoxes
func_698_b,markTileEntityChunkModified
func_699_a,getBlockLightValue_do
func_700_a,tickUpdates
func_701_b,markBlockRangeForRenderUpdate
func_702_a,getPathToEntity
func_704_b,getChunkFromChunkCoords
func_705_f,joinEntityInSurroundings
func_706_k,getIndirectPowerLevelTo
func_707_b,isAABBInMaterial
func_708_k,canExistingBlockSeeTheSky
func_709_b,getEntityByID
func_710_c,removeEntityFromWorld
func_711_c,invalidateBlockReceiveRegion
func_712_a,addEntityToWorld
func_713_a,doPreChunk
func_714_c,setBlockAndMetadataAndInvalidate
func_716_a,getLightValueExt
func_717_a,onWorldChange
func_719_a,clickBlock
func_722_a,onPlayerRightClick
func_727_b,getBlockReachDistance
func_729_b,onPlayerDestroyBlock
func_730_e,syncCurrentPlayItem
func_731_b,getTagName
func_732_a,setName
func_733_a,getId
func_734_b,readNamedTag
func_735_a,write
func_736_a,load
func_737_b,getName
func_738_a,writeNamedTag
func_739_a,newTag
func_740_c,tagCount
func_741_a,tagAt
func_742_a,appendTag
func_743_k,getCompoundTag
func_744_a,setFloat
func_745_d,getShort
func_746_c,getByte
func_747_a,setByteArray
func_748_a,setBoolean
func_749_a,setShort
func_750_a,setLong
func_751_b,hasKey
func_752_g,getFloat
func_753_l,getTagList
func_754_a,setString
func_755_i,getString
func_756_e,getInteger
func_757_h,getDouble
func_758_a,setInteger
func_759_j,getByteArray
func_760_m,getBoolean
func_761_a,setByte
func_762_a,setTag
func_763_a,setCompoundTag
func_764_f,getLong
func_765_a,setDouble
func_766_a,addRecipes
func_767_b,getValue
func_768_a,getHash
func_769_a,isValid
func_770_a,set
func_771_a,get
func_772_c,mouseXYChange
func_773_b,ungrabMouseCursor
func_774_a,grabMouseCursor
func_775_c,getBackgroundIconIndex
func_776_b,putStack
func_777_b,getStack
func_779_d,onSlotChanged
func_781_a,isAtCursorPos
func_782_a,bindImage
func_783_a,onTick
func_784_a,isMinecartTrack
func_785_b,refreshConnectedTracks
func_786_c,canConnectFrom
func_787_c,canConnectTo
func_788_d,connectToNeighbor
func_789_a,calculateConnectedTracks
func_790_c,getAdjacentTracks
func_791_a,getAdjacentTrackCount
func_792_a,refreshTrackShape
func_793_b,isConnectedTo
func_794_b,isInTrack
func_795_a,getMinecartTrackLogic
func_796_a,checkKeyForMovementInput
func_797_a,updatePlayerMoveState
func_798_a,resetKeyState
func_799_a,render
func_800_a,postProcess
func_801_a,func_801_a
func_802_a,generateNoise
func_803_a,grad
func_804_b,lerp
func_805_a,populateNoiseArray
func_806_a,func_806_a
func_807_a,generateNoiseOctaves
func_808_a,draw
func_809_a,flipFace
func_810_a,addRecipes
func_811_b,saveExtraData
func_812_a,saveChunk
func_813_a,loadChunk
func_814_a,chunkTick
func_815_b,saveExtraChunkData
func_816_a,loadChunkIntoWorldFromCompound
func_817_a,chunkFileForXZ
func_818_a,storeChunkInCompound
func_819_a,handlePlace
func_820_a,handleNamedEntitySpawn
func_821_a,handleBlockDig
func_822_a,handleBlockChange
func_823_a,handleErrorMessage
func_824_a,handleMultiBlockChange
func_825_a,handleAnimation
func_826_a,handlePreChunk
func_827_a,handleEntity
func_828_a,handleMobSpawn
func_829_a,handleEntityTeleport
func_830_a,handleAddToInventory
func_832_a,handlePickupSpawn
func_833_a,handleMapChunk
func_834_a,handleCollect
func_835_a,handleVehicleSpawn
func_837_a,handleFlying
func_838_a,handleHandshake
func_839_a,handleDestroyEntity
func_841_a,handleBlockItemSwitch
func_842_a,handleComplexEntity
func_843_a,handlePlayerInventory
func_844_a,handleKickDisconnect
func_845_a,handleSpawnPosition
func_846_a,handleUpdateTime
func_847_a,addToSendQueue
func_848_a,processReadPackets
func_849_b,disconnect
func_851_a,getDistanceToCamera
func_852_a,set
func_853_a,renderEntityWithPosYaw
func_854_a,renderEntity
func_855_a,getEntityRenderObject
func_857_a,func_857_a
func_858_a,func_858_a
func_859_b,func_859_b
func_860_a,func_860_a
func_861_a,func_861_a
func_862_a,func_862_a
func_863_a,setRotationAngles
func_864_b,render
func_866_a,func_866_a
func_867_a,generate
func_868_a,recursiveGenerate
func_869_a,generateCaveNode
func_870_a,generateLargeCaveNode
func_871_a,getStringWidth
func_872_a,renderString
func_873_b,drawString
func_874_a,drawStringWithShadow
func_875_a,func_875_a
func_876_e,getCanBurn
func_878_a,isSolid
func_879_d,isLiquid
func_880_c,blocksMovement
func_881_b,getCanBlockGrass
func_883_a,parseUserSkin
func_884_b,setAreaOpaque
func_885_a,setAreaTransparent
func_886_c,hasTransparency
func_887_a,renderSign
func_888_a,init
func_889_a,init
func_890_d,renderFireInFirstPerson
func_892_c,renderWarpedTextureOverlay
func_893_b,renderOverlays
func_895_a,updateEquippedItem
func_898_a,renderInsideOfBlock
func_899_a,comparer
func_900_a,setScheduledTime
func_902_b,getScaledHeight
func_903_a,getScaledWidth
func_904_a,updateTimer
func_905_b,setupOverlayRendering
func_908_a,setFogColorBuffer
func_910_a,getMouseOver
func_911_a,updateRenderer
func_914_d,getFOVModifier
func_916_c,addRainParticles
func_917_f,setupViewBobbing
func_920_e,hurtCameraEffect
func_921_a,addBox
func_922_a,render
func_923_a,addBox
func_924_c,compileDisplayList
func_925_a,setRotationPoint
func_926_b,postRender
func_9279_a,updateFallState
func_928_a,setTileEntityRenderer
func_9280_g,performHurtAnimation
func_9281_M,setBeenAttacked
func_9282_a,handleHealthUpdate
func_930_a,renderTileEntityAt
func_931_a,renderTileEntityMobSpawner
func_932_a,renderTileEntitySignAt
func_933_a,playRecord
func_934_a,markBlockForUpdate
func_935_a,doNothingWithTileEntity
func_936_e,updateAllRenderers
func_9367_r,respawnPlayer
func_937_b,markBlockRangeForRenderUpdate
func_9372_a_,setPlayerSPHealth
func_9375_Q,sendInventoryChanged
func_938_b,onEntityDestroy
func_939_a,spawnParticle
func_940_a,playSound
func_941_a,onEntityCreate
func_942_a,drawOutlinedBoundingBox
func_9424_o,updateEntityList
func_9425_a,setEntityState
func_943_a,sortAndRender
func_944_a,renderAllRenderLists
func_9446_a,handleUpdateHealth
func_9447_a,handleEntityStatus
func_9448_a,handleRespawn
func_9449_b,resetEquippedProgress
func_945_d,updateClouds
func_9450_c,resetEquippedProgress2
func_946_a,changeWorld
func_948_a,updateRenderers
func_949_a,markBlocksForUpdate
func_950_f,renderStars
func_951_a,renderEntities
func_952_a,renderSortedRenderers
func_953_b,getDebugInfoRenders
func_955_b,drawSelectionBox
func_956_b,markRenderersForNewPosition
func_957_c,getDebugInfoEntities
func_958_a,loadRenderers
func_959_a,drawBlockBreaking
func_960_a,clipRenderersByFrustum
func_962_a,checkOcclusionQueryResult
func_963_f,getWriteThread
func_964_b,sendPacket
func_965_d,sendNetworkPacket
func_966_c,readNetworkPacket
func_967_a,processReadPackets
func_968_b,isServerTerminating
func_969_e,getReadThread
func_970_a,onNetworkError
func_971_a,isRunning
func_972_a,addToSendQueue
func_973_c,readPacket
func_974_a,networkShutdown
func_976_a,addRecipes
func_977_b,startDrawingQuads
func_978_a,setColorRGBA
func_979_a,setColorOpaque
func_980_b,setNormal
func_981_a,setTextureUV
func_982_a,draw
func_983_a,addVertexWithUV
func_984_b,setTranslation
func_985_d,reset
func_986_a,setColorRGBA_F
func_987_a,setColorOpaque_F
func_988_c,addTranslation
func_989_c,disableColor
func_990_b,setColorOpaque_I
func_991_a,addVertex
func_992_a,startDrawing
func_993_a,doCompare
func_994_a,getEntitiesWithinAABBForEntity
func_995_d,onChunkLoad
func_996_c,propagateSkylightOcclusion
func_997_a,getRandomWithSeed
func_998_e,onChunkUnload
func_999_b,getHeightValue
